Frame Number,Object ID,Object Class,Zone,Total Left ROI,Total Right ROI,Traffic Status
330,50,Car,Left Lane,3,5,Moderate
330,51,Truck,Right Lane,3,5,Moderate
330,52,Car,Right Lane,3,5,Moderate
330,55,Car,Right Lane,3,5,Moderate
331,25,Car,Left Lane,3,4,Moderate
331,38,Car,Left Lane,3,4,Moderate
331,40,Car,Right Lane,3,4,Moderate
331,44,Car,Right Lane,3,4,Moderate
331,50,Car,Left Lane,3,4,Moderate
331,51,Truck,Right Lane,3,4,Moderate
331,52,Car,Right Lane,3,4,Moderate
332,25,Car,Left Lane,3,5,Moderate
332,38,Car,Left Lane,3,5,Moderate
332,40,Car,Right Lane,3,5,Moderate
332,44,Car,Right Lane,3,5,Moderate
332,50,Car,Left Lane,3,5,Moderate
332,51,Truck,Right Lane,3,5,Moderate
332,52,Car,Right Lane,3,5,Moderate
332,56,Car,Right Lane,3,5,Moderate
333,25,Car,Left Lane,3,5,Moderate
333,38,Car,Left Lane,3,5,Moderate
333,40,Car,Right Lane,3,5,Moderate
333,44,Car,Right Lane,3,5,Moderate
333,50,Car,Left Lane,3,5,Moderate
333,51,Truck,Right Lane,3,5,Moderate
333,52,Car,Right Lane,3,5,Moderate
333,56,Car,Right Lane,3,5,Moderate
334,25,Car,Left Lane,3,5,Moderate
334,38,Truck,Left Lane,3,5,Moderate
334,40,Car,Right Lane,3,5,Moderate
334,44,Car,Right Lane,3,5,Moderate
334,50,Car,Left Lane,3,5,Moderate
334,51,Truck,Right Lane,3,5,Moderate
334,52,Car,Right Lane,3,5,Moderate
334,56,Car,Right Lane,3,5,Moderate
335,25,Car,Left Lane,3,5,Moderate
335,38,Truck,Left Lane,3,5,Moderate
335,40,Car,Right Lane,3,5,Moderate
335,44,Car,Right Lane,3,5,Moderate
335,50,Car,Left Lane,3,5,Moderate
335,51,Truck,Right Lane,3,5,Moderate
335,52,Car,Right Lane,3,5,Moderate
335,56,Car,Right Lane,3,5,Moderate
336,25,Car,Left Lane,3,5,Moderate
336,38,Truck,Left Lane,3,5,Moderate
336,40,Car,Right Lane,3,5,Moderate
336,44,Car,Right Lane,3,5,Moderate
336,50,Car,Left Lane,3,5,Moderate
336,51,Truck,Right Lane,3,5,Moderate
336,52,Car,Right Lane,3,5,Moderate
336,56,Car,Right Lane,3,5,Moderate
337,25,Car,Left Lane,3,5,Moderate
337,38,Truck,Left Lane,3,5,Moderate
337,40,Car,Right Lane,3,5,Moderate
337,44,Car,Right Lane,3,5,Moderate
337,50,Car,Left Lane,3,5,Moderate
337,51,Truck,Right Lane,3,5,Moderate
337,52,Car,Right Lane,3,5,Moderate
337,56,Car,Right Lane,3,5,Moderate
338,25,Car,Left Lane,3,5,Moderate
338,38,Truck,Left Lane,3,5,Moderate
338,40,Car,Right Lane,3,5,Moderate
338,44,Car,Right Lane,3,5,Moderate
338,50,Car,Left Lane,3,5,Moderate
338,51,Truck,Right Lane,3,5,Moderate
338,52,Car,Right Lane,3,5,Moderate
338,56,Car,Right Lane,3,5,Moderate
339,25,Car,Left Lane,3,6,Moderate
339,38,Truck,Left Lane,3,6,Moderate
339,40,Car,Right Lane,3,6,Moderate
339,44,Car,Right Lane,3,6,Moderate
339,50,Car,Left Lane,3,6,Moderate
339,51,Truck,Right Lane,3,6,Moderate
339,52,Car,Right Lane,3,6,Moderate
339,56,Car,Right Lane,3,6,Moderate
339,57,Car,Right Lane,3,6,Moderate
340,25,Car,Left Lane,3,6,Moderate
340,38,Truck,Left Lane,3,6,Moderate
340,40,Car,Right Lane,3,6,Moderate
340,44,Car,Right Lane,3,6,Moderate
340,50,Car,Left Lane,3,6,Moderate
340,51,Truck,Right Lane,3,6,Moderate
340,52,Car,Right Lane,3,6,Moderate
340,56,Car,Right Lane,3,6,Moderate
340,57,Car,Right Lane,3,6,Moderate
341,25,Car,Left Lane,3,6,Moderate
341,38,Truck,Left Lane,3,6,Moderate
341,40,Car,Right Lane,3,6,Moderate
341,44,Car,Right Lane,3,6,Moderate
341,50,Car,Left Lane,3,6,Moderate
341,51,Truck,Right Lane,3,6,Moderate
341,52,Car,Right Lane,3,6,Moderate
341,56,Car,Right Lane,3,6,Moderate
341,57,Car,Right Lane,3,6,Moderate
342,25,Car,Left Lane,4,5,Moderate
342,38,Truck,Left Lane,4,5,Moderate
342,40,Car,Left Lane,4,5,Moderate
342,44,Car,Right Lane,4,5,Moderate
342,50,Car,Left Lane,4,5,Moderate
342,51,Truck,Right Lane,4,5,Moderate
342,52,Car,Right Lane,4,5,Moderate
342,56,Car,Right Lane,4,5,Moderate
342,57,Car,Right Lane,4,5,Moderate
343,25,Car,Left Lane,4,5,Moderate
343,38,Truck,Left Lane,4,5,Moderate
343,40,Car,Left Lane,4,5,Moderate
343,44,Car,Right Lane,4,5,Moderate
343,50,Car,Left Lane,4,5,Moderate
343,51,Truck,Right Lane,4,5,Moderate
343,52,Car,Right Lane,4,5,Moderate
343,56,Car,Right Lane,4,5,Moderate
343,57,Car,Right Lane,4,5,Moderate
344,25,Car,Left Lane,4,5,Moderate
344,38,Truck,Left Lane,4,5,Moderate
344,40,Car,Left Lane,4,5,Moderate
344,50,Car,Left Lane,4,5,Moderate
344,51,Truck,Right Lane,4,5,Moderate
344,52,Car,Right Lane,4,5,Moderate
344,56,Car,Right Lane,4,5,Moderate
344,57,Car,Right Lane,4,5,Moderate
344,58,Car,Right Lane,4,5,Moderate
345,25,Car,Left Lane,4,4,Moderate
345,38,Truck,Left Lane,4,4,Moderate
345,40,Car,Left Lane,4,4,Moderate
345,50,Car,Left Lane,4,4,Moderate
345,51,Truck,Right Lane,4,4,Moderate
345,52,Car,Right Lane,4,4,Moderate
345,56,Car,Right Lane,4,4,Moderate
345,57,Car,Right Lane,4,4,Moderate
346,25,Car,Left Lane,4,4,Moderate
346,38,Truck,Left Lane,4,4,Moderate
346,40,Car,Left Lane,4,4,Moderate
346,50,Car,Left Lane,4,4,Moderate
346,51,Truck,Right Lane,4,4,Moderate
346,52,Car,Right Lane,4,4,Moderate
346,56,Car,Right Lane,4,4,Moderate
346,57,Car,Right Lane,4,4,Moderate
347,25,Car,Left Lane,4,4,Moderate
347,38,Truck,Left Lane,4,4,Moderate
347,40,Car,Left Lane,4,4,Moderate
347,50,Car,Left Lane,4,4,Moderate
347,51,Truck,Right Lane,4,4,Moderate
347,52,Car,Right Lane,4,4,Moderate
347,56,Car,Right Lane,4,4,Moderate
347,57,Car,Right Lane,4,4,Moderate
348,25,Car,Left Lane,4,4,Moderate
348,38,Truck,Left Lane,4,4,Moderate
348,40,Car,Left Lane,4,4,Moderate
348,50,Car,Left Lane,4,4,Moderate
348,51,Truck,Right Lane,4,4,Moderate
348,52,Car,Right Lane,4,4,Moderate
348,56,Car,Right Lane,4,4,Moderate
348,57,Car,Right Lane,4,4,Moderate
349,25,Car,Left Lane,4,4,Moderate
349,38,Truck,Left Lane,4,4,Moderate
349,40,Car,Left Lane,4,4,Moderate
349,50,Car,Left Lane,4,4,Moderate
349,51,Truck,Right Lane,4,4,Moderate
349,52,Car,Right Lane,4,4,Moderate
349,56,Car,Right Lane,4,4,Moderate
349,57,Car,Right Lane,4,4,Moderate
350,25,Car,Left Lane,4,4,Moderate
350,38,Truck,Left Lane,4,4,Moderate
350,40,Car,Left Lane,4,4,Moderate
350,50,Car,Left Lane,4,4,Moderate
350,51,Truck,Right Lane,4,4,Moderate
350,52,Car,Right Lane,4,4,Moderate
350,56,Car,Right Lane,4,4,Moderate
350,57,Car,Right Lane,4,4,Moderate
351,25,Car,Left Lane,4,4,Moderate
351,38,Truck,Left Lane,4,4,Moderate
351,40,Truck,Left Lane,4,4,Moderate
351,50,Car,Left Lane,4,4,Moderate
351,51,Truck,Right Lane,4,4,Moderate
351,52,Car,Right Lane,4,4,Moderate
351,56,Car,Right Lane,4,4,Moderate
351,57,Car,Right Lane,4,4,Moderate
352,25,Car,Left Lane,4,4,Moderate
352,38,Truck,Left Lane,4,4,Moderate
352,40,Truck,Left Lane,4,4,Moderate
352,50,Car,Left Lane,4,4,Moderate
352,51,Truck,Right Lane,4,4,Moderate
352,52,Car,Right Lane,4,4,Moderate
352,56,Car,Right Lane,4,4,Moderate
352,57,Car,Right Lane,4,4,Moderate
353,25,Car,Left Lane,5,4,Moderate
353,38,Truck,Left Lane,5,4,Moderate
353,40,Truck,Left Lane,5,4,Moderate
353,50,Car,Left Lane,5,4,Moderate
353,51,Truck,Right Lane,5,4,Moderate
353,52,Car,Right Lane,5,4,Moderate
353,56,Car,Right Lane,5,4,Moderate
353,57,Car,Right Lane,5,4,Moderate
353,59,Truck,Left Lane,5,4,Moderate
354,25,Car,Left Lane,4,4,Moderate
354,38,Truck,Left Lane,4,4,Moderate
354,40,Truck,Left Lane,4,4,Moderate
354,50,Car,Left Lane,4,4,Moderate
354,51,Truck,Right Lane,4,4,Moderate
354,52,Car,Right Lane,4,4,Moderate
354,56,Car,Right Lane,4,4,Moderate
354,57,Car,Right Lane,4,4,Moderate
355,25,Car,Left Lane,4,4,Moderate
355,38,Truck,Left Lane,4,4,Moderate
355,40,Truck,Left Lane,4,4,Moderate
355,50,Car,Left Lane,4,4,Moderate
355,51,Truck,Right Lane,4,4,Moderate
355,52,Car,Right Lane,4,4,Moderate
355,56,Car,Right Lane,4,4,Moderate
355,57,Car,Right Lane,4,4,Moderate
356,25,Car,Left Lane,4,4,Moderate
356,38,Truck,Left Lane,4,4,Moderate
356,40,Truck,Left Lane,4,4,Moderate
356,50,Car,Left Lane,4,4,Moderate
356,51,Truck,Right Lane,4,4,Moderate
356,52,Car,Right Lane,4,4,Moderate
356,56,Car,Right Lane,4,4,Moderate
356,57,Car,Right Lane,4,4,Moderate
357,25,Car,Left Lane,4,4,Moderate
357,38,Truck,Left Lane,4,4,Moderate
357,40,Truck,Left Lane,4,4,Moderate
357,50,Car,Left Lane,4,4,Moderate
357,51,Truck,Right Lane,4,4,Moderate
357,52,Car,Right Lane,4,4,Moderate
357,56,Car,Right Lane,4,4,Moderate
357,57,Car,Right Lane,4,4,Moderate
358,25,Car,Left Lane,4,4,Moderate
358,38,Truck,Left Lane,4,4,Moderate
358,40,Truck,Left Lane,4,4,Moderate
358,50,Car,Left Lane,4,4,Moderate
358,51,Truck,Right Lane,4,4,Moderate
358,52,Car,Right Lane,4,4,Moderate
358,56,Car,Right Lane,4,4,Moderate
358,57,Car,Right Lane,4,4,Moderate
359,25,Car,Left Lane,3,4,Moderate
359,38,Truck,Left Lane,3,4,Moderate
359,40,Truck,Left Lane,3,4,Moderate
359,51,Truck,Right Lane,3,4,Moderate
359,52,Car,Right Lane,3,4,Moderate
359,56,Car,Right Lane,3,4,Moderate
359,57,Car,Right Lane,3,4,Moderate
360,25,Car,Left Lane,3,4,Moderate
360,38,Truck,Left Lane,3,4,Moderate
360,40,Truck,Left Lane,3,4,Moderate
360,51,Truck,Right Lane,3,4,Moderate
360,52,Car,Right Lane,3,4,Moderate
360,56,Car,Right Lane,3,4,Moderate
360,57,Car,Right Lane,3,4,Moderate
361,25,Car,Left Lane,4,4,Moderate
361,38,Truck,Left Lane,4,4,Moderate
361,40,Truck,Left Lane,4,4,Moderate
361,51,Truck,Right Lane,4,4,Moderate
361,52,Car,Right Lane,4,4,Moderate
361,56,Car,Left Lane,4,4,Moderate
361,57,Car,Right Lane,4,4,Moderate
361,60,Car,Right Lane,4,4,Moderate
362,25,Car,Left Lane,4,3,Moderate
362,38,Truck,Left Lane,4,3,Moderate
362,40,Truck,Left Lane,4,3,Moderate
362,51,Truck,Right Lane,4,3,Moderate
362,52,Car,Right Lane,4,3,Moderate
362,56,Car,Left Lane,4,3,Moderate
362,57,Car,Right Lane,4,3,Moderate
363,25,Car,Left Lane,4,3,Moderate
363,38,Truck,Left Lane,4,3,Moderate
363,40,Truck,Left Lane,4,3,Moderate
363,51,Truck,Right Lane,4,3,Moderate
363,52,Car,Right Lane,4,3,Moderate
363,56,Car,Left Lane,4,3,Moderate
363,57,Car,Right Lane,4,3,Moderate
364,25,Car,Left Lane,4,3,Moderate
364,38,Truck,Left Lane,4,3,Moderate
364,40,Truck,Left Lane,4,3,Moderate
364,51,Truck,Right Lane,4,3,Moderate
364,52,Car,Right Lane,4,3,Moderate
364,56,Car,Left Lane,4,3,Moderate
364,57,Car,Right Lane,4,3,Moderate
365,25,Car,Left Lane,4,3,Moderate
365,38,Truck,Left Lane,4,3,Moderate
365,40,Truck,Left Lane,4,3,Moderate
365,51,Truck,Right Lane,4,3,Moderate
365,52,Car,Right Lane,4,3,Moderate
365,56,Car,Left Lane,4,3,Moderate
365,57,Car,Right Lane,4,3,Moderate
366,25,Car,Left Lane,4,4,Moderate
366,38,Truck,Left Lane,4,4,Moderate
366,40,Truck,Left Lane,4,4,Moderate
366,51,Truck,Right Lane,4,4,Moderate
366,52,Car,Right Lane,4,4,Moderate
366,56,Car,Left Lane,4,4,Moderate
366,57,Car,Right Lane,4,4,Moderate
366,61,Car,Right Lane,4,4,Moderate
367,38,Truck,Left Lane,3,4,Moderate
367,40,Truck,Left Lane,3,4,Moderate
367,51,Truck,Right Lane,3,4,Moderate
367,52,Car,Right Lane,3,4,Moderate
367,56,Car,Left Lane,3,4,Moderate
367,57,Car,Right Lane,3,4,Moderate
367,61,Car,Right Lane,3,4,Moderate
368,38,Truck,Left Lane,3,4,Moderate
368,40,Truck,Left Lane,3,4,Moderate
368,51,Truck,Right Lane,3,4,Moderate
368,52,Car,Right Lane,3,4,Moderate
368,56,Car,Left Lane,3,4,Moderate
368,57,Car,Right Lane,3,4,Moderate
368,61,Car,Right Lane,3,4,Moderate
369,38,Truck,Left Lane,3,4,Moderate
369,40,Truck,Left Lane,3,4,Moderate
369,51,Truck,Right Lane,3,4,Moderate
369,52,Car,Right Lane,3,4,Moderate
369,56,Car,Left Lane,3,4,Moderate
369,57,Car,Right Lane,3,4,Moderate
369,61,Car,Right Lane,3,4,Moderate
370,38,Truck,Left Lane,3,4,Moderate
370,40,Car,Left Lane,3,4,Moderate
370,51,Truck,Right Lane,3,4,Moderate
370,52,Car,Right Lane,3,4,Moderate
370,56,Car,Left Lane,3,4,Moderate
370,57,Car,Right Lane,3,4,Moderate
370,61,Car,Right Lane,3,4,Moderate
371,38,Truck,Left Lane,3,4,Moderate
371,40,Car,Left Lane,3,4,Moderate
371,51,Truck,Right Lane,3,4,Moderate
371,52,Car,Right Lane,3,4,Moderate
371,56,Car,Left Lane,3,4,Moderate
371,57,Car,Right Lane,3,4,Moderate
371,61,Car,Right Lane,3,4,Moderate
372,38,Truck,Left Lane,3,4,Moderate
372,40,Car,Left Lane,3,4,Moderate
372,51,Truck,Right Lane,3,4,Moderate
372,52,Car,Right Lane,3,4,Moderate
372,56,Car,Left Lane,3,4,Moderate
372,57,Car,Right Lane,3,4,Moderate
372,61,Car,Right Lane,3,4,Moderate
373,38,Truck,Left Lane,3,4,Moderate
373,40,Car,Left Lane,3,4,Moderate
373,51,Truck,Right Lane,3,4,Moderate
373,52,Car,Right Lane,3,4,Moderate
373,56,Car,Left Lane,3,4,Moderate
373,57,Car,Right Lane,3,4,Moderate
373,61,Car,Right Lane,3,4,Moderate
374,38,Truck,Left Lane,3,4,Moderate
374,40,Car,Left Lane,3,4,Moderate
374,51,Truck,Right Lane,3,4,Moderate
374,52,Car,Right Lane,3,4,Moderate
374,56,Car,Left Lane,3,4,Moderate
374,57,Car,Right Lane,3,4,Moderate
374,61,Car,Right Lane,3,4,Moderate
375,38,Truck,Left Lane,3,4,Moderate
375,40,Car,Left Lane,3,4,Moderate
375,51,Truck,Right Lane,3,4,Moderate
375,52,Car,Right Lane,3,4,Moderate
375,56,Car,Left Lane,3,4,Moderate
375,57,Car,Right Lane,3,4,Moderate
375,61,Car,Right Lane,3,4,Moderate
376,38,Truck,Left Lane,3,4,Moderate
376,40,Car,Left Lane,3,4,Moderate
376,51,Truck,Right Lane,3,4,Moderate
376,52,Car,Right Lane,3,4,Moderate
376,56,Car,Left Lane,3,4,Moderate
376,57,Car,Right Lane,3,4,Moderate
376,61,Car,Right Lane,3,4,Moderate
377,38,Truck,Left Lane,3,4,Moderate
377,40,Car,Left Lane,3,4,Moderate
377,51,Truck,Right Lane,3,4,Moderate
377,52,Car,Right Lane,3,4,Moderate
377,56,Car,Left Lane,3,4,Moderate
377,57,Car,Right Lane,3,4,Moderate
377,61,Car,Right Lane,3,4,Moderate
378,38,Truck,Left Lane,4,3,Moderate
378,40,Car,Left Lane,4,3,Moderate
378,51,Truck,Right Lane,4,3,Moderate
378,52,Car,Right Lane,4,3,Moderate
378,56,Car,Left Lane,4,3,Moderate
378,57,Car,Left Lane,4,3,Moderate
378,61,Car,Right Lane,4,3,Moderate
379,38,Truck,Left Lane,4,3,Moderate
379,40,Car,Left Lane,4,3,Moderate
379,51,Truck,Right Lane,4,3,Moderate
379,52,Car,Right Lane,4,3,Moderate
379,56,Car,Left Lane,4,3,Moderate
379,57,Car,Left Lane,4,3,Moderate
379,61,Car,Right Lane,4,3,Moderate
380,38,Truck,Left Lane,4,3,Moderate
380,40,Car,Left Lane,4,3,Moderate
380,51,Truck,Right Lane,4,3,Moderate
380,52,Car,Right Lane,4,3,Moderate
380,56,Car,Left Lane,4,3,Moderate
380,57,Car,Left Lane,4,3,Moderate
380,61,Car,Right Lane,4,3,Moderate
381,40,Car,Left Lane,3,3,Moderate
381,51,Truck,Right Lane,3,3,Moderate
381,52,Car,Right Lane,3,3,Moderate
381,56,Car,Left Lane,3,3,Moderate
381,57,Car,Left Lane,3,3,Moderate
381,61,Car,Right Lane,3,3,Moderate
382,40,Car,Left Lane,3,3,Moderate
382,51,Truck,Right Lane,3,3,Moderate
382,52,Car,Right Lane,3,3,Moderate
382,56,Car,Left Lane,3,3,Moderate
382,57,Car,Left Lane,3,3,Moderate
382,61,Car,Right Lane,3,3,Moderate
383,40,Car,Left Lane,3,3,Moderate
383,51,Truck,Right Lane,3,3,Moderate
383,52,Car,Right Lane,3,3,Moderate
383,56,Car,Left Lane,3,3,Moderate
383,57,Car,Left Lane,3,3,Moderate
383,61,Car,Right Lane,3,3,Moderate
384,40,Car,Left Lane,3,3,Moderate
384,51,Truck,Right Lane,3,3,Moderate
384,52,Car,Right Lane,3,3,Moderate
384,56,Car,Left Lane,3,3,Moderate
384,57,Car,Left Lane,3,3,Moderate
384,61,Car,Right Lane,3,3,Moderate
385,40,Car,Left Lane,3,3,Moderate
385,51,Truck,Right Lane,3,3,Moderate
385,52,Car,Right Lane,3,3,Moderate
385,56,Car,Left Lane,3,3,Moderate
385,57,Car,Left Lane,3,3,Moderate
385,61,Car,Right Lane,3,3,Moderate
386,40,Car,Left Lane,3,3,Moderate
386,51,Truck,Right Lane,3,3,Moderate
386,52,Car,Right Lane,3,3,Moderate
386,56,Car,Left Lane,3,3,Moderate
386,57,Car,Left Lane,3,3,Moderate
386,61,Car,Right Lane,3,3,Moderate
387,40,Car,Left Lane,3,3,Moderate
387,51,Truck,Right Lane,3,3,Moderate
387,52,Car,Right Lane,3,3,Moderate
387,56,Car,Left Lane,3,3,Moderate
387,57,Car,Left Lane,3,3,Moderate
387,61,Car,Right Lane,3,3,Moderate
388,40,Car,Left Lane,3,3,Moderate
388,51,Truck,Right Lane,3,3,Moderate
388,52,Car,Right Lane,3,3,Moderate
388,56,Car,Left Lane,3,3,Moderate
388,57,Car,Left Lane,3,3,Moderate
388,61,Car,Right Lane,3,3,Moderate
389,40,Car,Left Lane,3,3,Moderate
389,51,Truck,Right Lane,3,3,Moderate
389,52,Car,Right Lane,3,3,Moderate
389,56,Car,Left Lane,3,3,Moderate
389,57,Car,Left Lane,3,3,Moderate
389,61,Car,Right Lane,3,3,Moderate
390,40,Car,Left Lane,3,3,Moderate
390,51,Truck,Right Lane,3,3,Moderate
390,52,Car,Right Lane,3,3,Moderate
390,56,Car,Left Lane,3,3,Moderate
390,57,Car,Left Lane,3,3,Moderate
390,61,Car,Right Lane,3,3,Moderate
391,40,Car,Left Lane,3,3,Moderate
391,51,Truck,Right Lane,3,3,Moderate
391,52,Car,Right Lane,3,3,Moderate
391,56,Car,Left Lane,3,3,Moderate
391,57,Car,Left Lane,3,3,Moderate
391,61,Car,Right Lane,3,3,Moderate
392,40,Car,Left Lane,3,3,Moderate
392,51,Truck,Right Lane,3,3,Moderate
392,52,Car,Right Lane,3,3,Moderate
392,56,Car,Left Lane,3,3,Moderate
392,57,Car,Left Lane,3,3,Moderate
392,61,Car,Right Lane,3,3,Moderate
393,40,Car,Left Lane,3,2,Light
393,51,Truck,Right Lane,3,2,Light
393,56,Car,Left Lane,3,2,Light
393,57,Car,Left Lane,3,2,Light
393,61,Car,Right Lane,3,2,Light
394,40,Car,Left Lane,3,2,Light
394,51,Truck,Right Lane,3,2,Light
394,56,Car,Left Lane,3,2,Light
394,57,Car,Left Lane,3,2,Light
394,61,Car,Right Lane,3,2,Light
395,40,Car,Left Lane,3,2,Light
395,51,Truck,Right Lane,3,2,Light
395,56,Car,Left Lane,3,2,Light
395,57,Car,Left Lane,3,2,Light
395,61,Car,Right Lane,3,2,Light
396,40,Car,Left Lane,3,3,Moderate
396,51,Truck,Right Lane,3,3,Moderate
396,56,Car,Left Lane,3,3,Moderate
396,57,Car,Left Lane,3,3,Moderate
396,61,Car,Right Lane,3,3,Moderate
396,62,Car,Right Lane,3,3,Moderate
397,40,Car,Left Lane,3,3,Moderate
397,51,Truck,Right Lane,3,3,Moderate
397,56,Car,Left Lane,3,3,Moderate
397,57,Car,Left Lane,3,3,Moderate
397,61,Car,Right Lane,3,3,Moderate
397,62,Truck,Right Lane,3,3,Moderate
398,40,Car,Left Lane,3,4,Moderate
398,51,Truck,Right Lane,3,4,Moderate
398,56,Car,Left Lane,3,4,Moderate
398,57,Car,Left Lane,3,4,Moderate
398,61,Car,Right Lane,3,4,Moderate
398,62,Truck,Right Lane,3,4,Moderate
398,63,Car,Right Lane,3,4,Moderate
399,40,Car,Left Lane,3,4,Moderate
399,51,Truck,Right Lane,3,4,Moderate
399,56,Car,Left Lane,3,4,Moderate
399,57,Car,Left Lane,3,4,Moderate
399,61,Car,Right Lane,3,4,Moderate
399,62,Truck,Right Lane,3,4,Moderate
399,63,Car,Right Lane,3,4,Moderate
400,40,Car,Left Lane,2,5,Moderate
400,51,Truck,Right Lane,2,5,Moderate
400,57,Car,Left Lane,2,5,Moderate
400,61,Car,Right Lane,2,5,Moderate
400,62,Truck,Right Lane,2,5,Moderate
400,63,Car,Right Lane,2,5,Moderate
400,64,Car,Right Lane,2,5,Moderate
401,40,Car,Left Lane,2,7,Moderate
401,51,Truck,Right Lane,2,7,Moderate
401,57,Car,Left Lane,2,7,Moderate
401,61,Car,Right Lane,2,7,Moderate
401,62,Truck,Right Lane,2,7,Moderate
401,63,Car,Right Lane,2,7,Moderate
401,64,Car,Right Lane,2,7,Moderate
401,65,Car,Right Lane,2,7,Moderate
401,66,Car,Right Lane,2,7,Moderate
402,40,Car,Left Lane,2,5,Moderate
402,51,Truck,Right Lane,2,5,Moderate
402,57,Car,Left Lane,2,5,Moderate
402,61,Car,Right Lane,2,5,Moderate
402,62,Truck,Right Lane,2,5,Moderate
402,63,Car,Right Lane,2,5,Moderate
402,66,Car,Right Lane,2,5,Moderate
403,40,Car,Left Lane,2,4,Moderate
403,51,Truck,Right Lane,2,4,Moderate
403,57,Car,Left Lane,2,4,Moderate
403,61,Car,Right Lane,2,4,Moderate
403,62,Truck,Right Lane,2,4,Moderate
403,63,Car,Right Lane,2,4,Moderate
404,40,Car,Left Lane,2,4,Moderate
404,51,Truck,Right Lane,2,4,Moderate
404,57,Car,Left Lane,2,4,Moderate
404,61,Car,Right Lane,2,4,Moderate
404,62,Truck,Right Lane,2,4,Moderate
404,63,Car,Right Lane,2,4,Moderate
405,51,Truck,Right Lane,1,4,Light
405,57,Car,Left Lane,1,4,Light
405,61,Car,Right Lane,1,4,Light
405,62,Truck,Right Lane,1,4,Light
405,63,Car,Right Lane,1,4,Light
406,51,Truck,Right Lane,1,4,Light
406,57,Car,Left Lane,1,4,Light
406,61,Car,Right Lane,1,4,Light
406,62,Truck,Right Lane,1,4,Light
406,63,Car,Right Lane,1,4,Light
407,51,Truck,Right Lane,1,4,Light
407,57,Car,Left Lane,1,4,Light
407,61,Car,Right Lane,1,4,Light
407,62,Car,Right Lane,1,4,Light
407,63,Car,Right Lane,1,4,Light
408,51,Truck,Right Lane,1,4,Light
408,57,Car,Left Lane,1,4,Light
408,61,Car,Right Lane,1,4,Light
408,62,Car,Right Lane,1,4,Light
408,63,Car,Right Lane,1,4,Light
409,51,Truck,Right Lane,1,4,Light
409,57,Car,Left Lane,1,4,Light
409,61,Car,Right Lane,1,4,Light
409,62,Car,Right Lane,1,4,Light
409,63,Car,Right Lane,1,4,Light
410,51,Truck,Right Lane,2,4,Moderate
410,57,Car,Left Lane,2,4,Moderate
410,61,Car,Right Lane,2,4,Moderate
410,62,Car,Right Lane,2,4,Moderate
410,63,Car,Right Lane,2,4,Moderate
410,67,Car,Left Lane,2,4,Moderate
411,51,Truck,Right Lane,1,4,Light
411,57,Car,Left Lane,1,4,Light
411,61,Car,Right Lane,1,4,Light
411,62,Car,Right Lane,1,4,Light
411,63,Car,Right Lane,1,4,Light
412,51,Truck,Right Lane,1,4,Light
412,57,Car,Left Lane,1,4,Light
412,61,Car,Right Lane,1,4,Light
412,62,Car,Right Lane,1,4,Light
412,63,Car,Right Lane,1,4,Light
413,51,Truck,Right Lane,1,4,Light
413,57,Car,Left Lane,1,4,Light
413,61,Car,Right Lane,1,4,Light
413,62,Car,Right Lane,1,4,Light
413,63,Car,Right Lane,1,4,Light
414,51,Truck,Right Lane,1,4,Light
414,57,Car,Left Lane,1,4,Light
414,61,Car,Right Lane,1,4,Light
414,62,Car,Right Lane,1,4,Light
414,63,Car,Right Lane,1,4,Light
415,51,Truck,Right Lane,1,4,Light
415,57,Car,Left Lane,1,4,Light
415,61,Car,Right Lane,1,4,Light
415,62,Car,Right Lane,1,4,Light
415,63,Car,Right Lane,1,4,Light
416,51,Truck,Right Lane,1,4,Light
416,57,Car,Left Lane,1,4,Light
416,61,Car,Right Lane,1,4,Light
416,62,Car,Right Lane,1,4,Light
416,63,Car,Right Lane,1,4,Light
417,51,Truck,Right Lane,2,3,Light
417,57,Car,Left Lane,2,3,Light
417,61,Car,Left Lane,2,3,Light
417,62,Car,Right Lane,2,3,Light
417,63,Car,Right Lane,2,3,Light
418,51,Truck,Right Lane,2,4,Moderate
418,57,Car,Left Lane,2,4,Moderate
418,61,Car,Left Lane,2,4,Moderate
418,62,Car,Right Lane,2,4,Moderate
418,63,Car,Right Lane,2,4,Moderate
418,68,Car,Right Lane,2,4,Moderate
419,51,Truck,Right Lane,2,4,Moderate
419,57,Car,Left Lane,2,4,Moderate
419,61,Car,Left Lane,2,4,Moderate
419,62,Car,Right Lane,2,4,Moderate
419,63,Car,Right Lane,2,4,Moderate
419,68,Car,Right Lane,2,4,Moderate
420,51,Truck,Right Lane,2,3,Light
420,57,Car,Left Lane,2,3,Light
420,61,Car,Left Lane,2,3,Light
420,62,Car,Right Lane,2,3,Light
420,63,Car,Right Lane,2,3,Light
421,57,Car,Left Lane,2,2,Light
421,61,Car,Left Lane,2,2,Light
421,62,Car,Right Lane,2,2,Light
421,63,Car,Right Lane,2,2,Light
422,57,Car,Left Lane,2,2,Light
422,61,Car,Left Lane,2,2,Light
422,62,Car,Right Lane,2,2,Light
422,63,Car,Right Lane,2,2,Light
423,57,Car,Left Lane,2,2,Light
423,61,Car,Left Lane,2,2,Light
423,62,Car,Right Lane,2,2,Light
423,63,Car,Right Lane,2,2,Light
424,57,Car,Left Lane,2,2,Light
424,61,Car,Left Lane,2,2,Light
